id,model_score
1,0.622864385601133
2,0.331360385753214
3,0.450092473067343
4,0.240392396692187
5,0.297690513543785
6,0.846780486870557
7,0.119567967485636
8,0.0732231792062521
9,0.528170161414891
10,0.478413856122643
11,0.89001942705363
12,0.158336963970214
13,0.799039165955037
14,0.015687501989305
15,0.832219132687896
16,0.832651706878096
17,0.0578601923771203
18,0.508215060923249
19,0.574971535243094
20,0.17483943933621
22,0.155090142972767
23,0.455083244480193
24,0.00808513863012195
25,0.359076743945479
26,0.0295445583760738
27,0.0498376614414155
28,0.00999023020267487
29,0.146915636956692
30,0.854155566077679
31,0.347877311054617
32,0.77676747739315
33,0.477019951678813
34,0.679237696807832
35,0.226859950460494
36,0.717412348370999
37,0.976928210351616
39,0.0736404373310506
40,0.836980316322297
41,0.0501513895578682
42,0.601810599211603
43,0.31539417244494
44,0.940170816611499
45,0.760147563181818
46,0.114433338399976
47,0.955858319066465
48,0.592366696335375
49,0.947085045278072
50,0.0137185114435852
51,0.100581757258624
52,0.522056580521166
53,0.188557950779796
54,0.255671900231391
55,0.977139825001359
57,0.196643089409918
59,0.614748644176871
60,0.00668438337743282
61,0.246480750851333
62,0.624738874379545
64,0.153600020334125
65,0.100636317394674
66,0.972616185434163
67,0.930367497727275
68,0.577656269073486
69,0.651853882707655
70,0.157227448187768
71,0.295068617910147
72,0.628782093059272
73,0.23086788598448
74,0.132048934232444
75,0.678933483082801
76,0.832678485196084
77,0.447443106677383
78,0.6191042996943
80,0.592826048377901
81,0.56187644507736
82,0.574962618760765
83,0.185192744713277
84,0.508961490355432
85,0.58868113020435
87,0.2857745019719
88,0.0310180708765984
89,0.777239080984145
90,0.541446402203292
91,0.00815789587795734
92,0.973882170859724
93,0.156195046845824
94,0.0148422792553902
95,0.220362921711057
96,0.780933921225369
98,0.168442299589515
99,0.320999239105731
100,0.753550107125193
101,0.0988097977824509
102,0.898655508644879
103,0.405403989832848
104,0.256037245970219
105,0.193724126555026
106,0.0341860828921199
107,0.4869051319547
108,0.325773060787469
109,0.713119565974921
110,0.319583617150784
111,0.773216167464852
112,0.332223866134882
114,0.912409665994346
116,0.335092612542212
117,0.907186484895647
118,0.0976024107076228
123,0.844054102897644
134,0.495867615565658
144,0.383376913145185
148,0.875072173774242
157,0.273106696549803
160,0.924823315348476
164,0.8832300696522
173,0.246988867409527
177,0.0810183621942997
185,0.89807234890759
201,0.467351789586246
205,0.86195228388533
207,0.0665146484971046
211,0.788351028691977
213,0.615502391010523
217,0.165324446279556
229,0.687006537336856
231,0.0209063808433712
233,0.421361692715436
234,0.880730663891882
241,0.055092463735491
261,0.908266824670136
262,0.206503724679351
263,0.768212030176073
265,0.227850442286581
267,0.979719892144203
268,0.100435896310955
269,0.140260108280927
270,0.314812504686415
271,0.00762238120660186
272,0.23786251898855
273,0.158866607584059
275,0.503489996772259
276,0.621239432133734
277,0.0339387813583016
279,0.776596693787724
280,0.546062747947872
281,0.917168851010501
283,0.0235855611972511
284,0.627081110142171
285,0.815241199918091
286,0.490937350783497
287,0.489033394027501
288,0.881755848880857
289,0.279288379941136
290,0.104535785038024
291,0.0470802951604128
292,0.966294917277992
293,0.125442165881395
296,0.468441987875849
297,0.847025581635535
298,0.180534630082548
299,0.376708813011646
300,0.0535293063148856
301,0.948746660258621
302,0.604559255298227
303,0.0332491989247501
304,0.0491825565695763
305,0.744819363579154
306,0.348061703611165
307,0.0568049377761781
308,0.982681882567704
309,0.506928311660886
310,0.560294935014099
311,0.603921315167099
312,0.540867093019187
314,0.336891628801823
315,0.149984063114971
316,0.45803594449535
317,0.360477189999074
318,0.777065173257142
319,0.273277144413441
320,0.851414541248232
321,0.266098567750305
322,0.155032993294299
323,0.130702921189368
324,0.370634352788329
325,0.202113288920373
326,0.0969978384673595
327,0.496076519135386
328,0.670555276796222
330,0.944023420102894
332,0.676611149217933
333,0.047264089807868
334,0.997552726883441
335,0.625357809476554
336,0.651823345106095
337,0.0308019258081913
338,0.674540366046131
339,0.396642708685249
340,0.378863629419357
342,0.731345303822309
343,0.379324591718614
344,0.885791941080242
345,0.291640238836408
346,0.983245906885713
347,0.426659034565091
348,0.62853186763823
349,0.133229970000684
350,0.884694979060441
351,0.989009058102965
352,0.910295143257827
353,0.157972123473883
354,0.840423599351197
355,0.176393711008132
356,0.313005117233843
357,0.971126520540565
358,0.547028064262122
359,0.515118406154215
360,0.0681243590079248
361,0.0431045833975077
362,0.185673682950437
363,0.0121477795764804
364,0.719715732615441
365,0.232937773223966
366,0.0097005064599216
367,0.345073542091995
368,0.884761118330061
369,0.0405024322681129
370,0.0196139081381261
371,0.281403827480972
372,0.419366061687469
375,0.750959211960435
376,0.660728419199586
377,0.305158003233373
378,0.0425994512625039
379,0.643974326085299
380,0.731817037798464
381,0.671131318900734
382,0.777204296085984
383,0.616512016858906
387,0.6601403770037
388,0.68749943934381
389,0.774484140332788
390,0.500563976354897
391,0.863893150817603
392,0.0874892575666308
393,0.471690496895462
394,0.410921215079725
395,0.602607663720846
396,0.539814856369048
397,0.454025798477232
398,0.788281347136945
399,0.551962635945529
400,0.173741531092674
403,0.0212191203609109
405,0.56166314240545
407,0.518815073184669
408,0.905980238690972
409,0.602165574673563
410,0.538428981322795
411,0.187384066171944
412,0.0215316363610327
413,0.28938819328323
414,0.84811248537153
415,0.326689639594406
416,0.331987644545734
417,0.492086811456829
418,0.0585066773928702
419,0.0031189639121294
420,0.269291107542813
421,0.675018694251776
422,0.663259340915829
423,0.956790547352284
424,0.449502835050225
425,0.163823317736387
427,0.820683698169887
428,0.536992092616856
429,0.63551381463185
430,0.231604913249612
431,0.139599756803364
432,0.175328671000898
433,0.685630711726844
434,0.927881103940308
435,0.727291306946427
436,0.859372242819518
438,0.949100224301219
439,0.288954449351877
440,0.378187316004187
441,0.855080462992191
442,0.89112002402544
443,0.916616297326982
444,0.0424645296297967
445,0.912651660852134
446,0.206004490610212
447,0.890577015001327
448,0.23934130044654
449,0.537992135621607
450,0.382663826923817
451,0.297847978305072
452,0.541111099533737
453,0.65195493446663
454,0.972866672556847
455,0.204370440449566
456,0.608745481818914
457,0.422369507607073
458,0.368193758185953
459,0.429429179988801
460,0.95936160068959
461,0.00370757328346372
462,0.661034093238413
463,0.0989613574929535
464,0.179036244284362
465,0.346664804965258
466,0.0268424614332616
467,0.90632755169645
468,0.206037047784775
469,0.975942685734481
470,0.195282001048326
