id,price
100000,4736682.75
100001,4736682.75
100002,4736682.75
100003,4736682.75
100004,4736682.75
100005,4736682.75
100006,4736682.75
100007,4736682.75
100008,4736682.75
100009,4736682.75
100010,4736682.75
100011,4736682.75
100012,4736682.75
100013,4736682.75
100014,4736682.75
100015,4736682.75
100016,4736682.75
100017,4736682.75
100018,4736682.75
100019,4736682.75
100020,4736682.75
100021,4736682.75
100022,4736682.75
100023,4736682.75
100024,4736682.75
100025,4736682.75
100026,4736682.75
100027,4736682.75
100028,4736682.75
100029,4736682.75
100030,4736682.75
100031,4736682.75
100032,4736682.75
100033,4736682.75
100034,4736682.75
100035,4736682.75
100036,4736682.75
100037,4736682.75
100038,4736682.75
100039,4736682.75
100040,4736682.75
100041,4736682.75
100042,4736682.75
100043,4736682.75
100044,4736682.75
100045,4736682.75
100046,4736682.75
100047,4736682.75
100048,4736682.75
100049,4736682.75
100050,4736682.75
100051,4736682.75
100052,4736682.75
100053,4736682.75
100054,4736682.75
100055,4736682.75
100056,4736682.75
100057,4736682.75
100058,4736682.75
100059,4736682.75
100060,4736682.75
100061,4736682.75
100062,4736682.75
100063,4736682.75
100064,4736682.75
100065,4736682.75
100066,4736682.75
100067,4736682.75
100068,4736682.75
100069,4736682.75
100070,4736682.75
100071,4736682.75
100072,4736682.75
100073,4736682.75
100074,4736682.75
100075,4736682.75
100076,4736682.75
100077,4736682.75
100078,4736682.75
100079,4736682.75
100080,4736682.75
100081,4736682.75
100082,4736682.75
100083,4736682.75
100084,4736682.75
100085,4736682.75
100086,4736682.75
100087,4736682.75
100088,4736682.75
100089,4736682.75
100090,4736682.75
100091,4736682.75
100092,4736682.75
100093,4736682.75
100094,4736682.75
100095,4736682.75
100096,4736682.75
100097,4736682.75
100098,4736682.75
100099,4736682.75
100100,4736682.75
100101,4736682.75
100102,4736682.75
100103,4736682.75
100104,4736682.75
100105,4736682.75
100106,4736682.75
100107,4736682.75
100108,4736682.75
100109,4736682.75
100110,4736682.75
100111,4736682.75
100112,4736682.75
100113,4736682.75
100114,4736682.75
100115,4736682.75
100116,4736682.75
100117,4736682.75
100118,4736682.75
100119,4736682.75
100120,4736682.75
100121,4736682.75
100122,4736682.75
100123,4736682.75
100124,4736682.75
100125,4736682.75
100126,4736682.75
100127,4736682.75
100128,4736682.75
100129,4736682.75
100130,4736682.75
100131,4736682.75
100132,4736682.75
100133,4736682.75
100134,4736682.75
100135,4736682.75
100136,4736682.75
100137,4736682.75
100138,4736682.75
100139,4736682.75
100140,4736682.75
100141,4736682.75
100142,4736682.75
100143,4736682.75
100144,4736682.75
100145,4736682.75
100146,4736682.75
100147,4736682.75
100148,4736682.75
100149,4736682.75
100150,4736682.75
100151,4736682.75
100152,4736682.75
100153,4736682.75
100154,4736682.75
100155,4736682.75
100156,4736682.75
100157,4736682.75
100158,4736682.75
100159,4736682.75
100160,4736682.75
100161,4736682.75
100162,4736682.75
100163,4736682.75
100164,4736682.75
100165,4736682.75
100166,4736682.75
100167,4736682.75
100168,4736682.75
100169,4736682.75
100170,4736682.75
100171,4736682.75
100172,4736682.75
100173,4736682.75
100174,4736682.75
100175,4736682.75
100176,4736682.75
100177,4736682.75
100178,4736682.75
100179,4736682.75
100180,4736682.75
100181,4736682.75
100182,4736682.75
100183,4736682.75
100184,4736682.75
100185,4736682.75
100186,4736682.75
100187,4736682.75
100188,4736682.75
100189,4736682.75
100190,4736682.75
100191,4736682.75
100192,4736682.75
100193,4736682.75
100194,4736682.75
100195,4736682.75
100196,4736682.75
100197,4736682.75
100198,4736682.75
100199,4736682.75
100200,4736682.75
100201,4736682.75
100202,4736682.75
100203,4736682.75
100204,4736682.75
100205,4736682.75
100206,4736682.75
100207,4736682.75
100208,4736682.75
100209,4736682.75
100210,4736682.75
100211,4736682.75
100212,4736682.75
100213,4736682.75
100214,4736682.75
100215,4736682.75
100216,4736682.75
100217,4736682.75
100218,4736682.75
100219,4736682.75
100220,4736682.75
100221,4736682.75
100222,4736682.75
100223,4736682.75
100224,4736682.75
100225,4736682.75
100226,4736682.75
100227,4736682.75
100228,4736682.75
100229,4736682.75
100230,4736682.75
100231,4736682.75
100232,4736682.75
100233,4736682.75
100234,4736682.75
100235,4736682.75
100236,4736682.75
100237,4736682.75
100238,4736682.75
100239,4736682.75
100240,4736682.75
100241,4736682.75
100242,4736682.75
100243,4736682.75
100244,4736682.75
100245,4736682.75
100246,4736682.75
100247,4736682.75
100248,4736682.75
100249,4736682.75
100250,4736682.75
100251,4736682.75
100252,4736682.75
100253,4736682.75
100254,4736682.75
100255,4736682.75
100256,4736682.75
100257,4736682.75
100258,4736682.75
100259,4736682.75
100260,4736682.75
100261,4736682.75
100262,4736682.75
100263,4736682.75
100264,4736682.75
100265,4736682.75
100266,4736682.75
100267,4736682.75
100268,4736682.75
100269,4736682.75
100270,4736682.75
100271,4736682.75
100272,4736682.75
100273,4736682.75
100274,4736682.75
100275,4736682.75
100276,4736682.75
100277,4736682.75
100278,4736682.75
100279,4736682.75
100280,4736682.75
100281,4736682.75
100282,4736682.75
100283,4736682.75
100284,4736682.75
100285,4736682.75
100286,4736682.75
100287,4736682.75
100288,4736682.75
100289,4736682.75
100290,4736682.75
100291,4736682.75
100292,4736682.75
100293,4736682.75
100294,4736682.75
100295,4736682.75
100296,4736682.75
100297,4736682.75
100298,4736682.75
100299,4736682.75
100300,4736682.75
100301,4736682.75
100302,4736682.75
100303,4736682.75
100304,4736682.75
100305,4736682.75
100306,4736682.75
100307,4736682.75
100308,4736682.75
100309,4736682.75
100310,4736682.75
100311,4736682.75
100312,4736682.75
100313,4736682.75
100314,4736682.75
100315,4736682.75
100316,4736682.75
100317,4736682.75
100318,4736682.75
100319,4736682.75
100320,4736682.75
100321,4736682.75
100322,4736682.75
100323,4736682.75
100324,4736682.75
100325,4736682.75
100326,4736682.75
100327,4736682.75
100328,4736682.75
100329,4736682.75
100330,4736682.75
100331,4736682.75
100332,4736682.75
100333,4736682.75
100334,4736682.75
100335,4736682.75
100336,4736682.75
100337,4736682.75
100338,4736682.75
100339,4736682.75
100340,4736682.75
100341,4736682.75
100342,4736682.75
100343,4736682.75
100344,4736682.75
100345,4736682.75
100346,4736682.75
100347,4736682.75
100348,4736682.75
100349,4736682.75
100350,4736682.75
100351,4736682.75
100352,4736682.75
100353,4736682.75
100354,4736682.75
100355,4736682.75
100356,4736682.75
100357,4736682.75
100358,4736682.75
100359,4736682.75
100360,4736682.75
100361,4736682.75
100362,4736682.75
100363,4736682.75
100364,4736682.75
100365,4736682.75
100366,4736682.75
100367,4736682.75
100368,4736682.75
100369,4736682.75
100370,4736682.75
100371,4736682.75
100372,4736682.75
100373,4736682.75
100374,4736682.75
100375,4736682.75
100376,4736682.75
100377,4736682.75
100378,4736682.75
100379,4736682.75
100380,4736682.75
100381,4736682.75
100382,4736682.75
100383,4736682.75
100384,4736682.75
100385,4736682.75
100386,4736682.75
100387,4736682.75
100388,4736682.75
100389,4736682.75
100390,4736682.75
100391,4736682.75
100392,4736682.75
100393,4736682.75
100394,4736682.75
100395,4736682.75
100396,4736682.75
100397,4736682.75
100398,4736682.75
100399,4736682.75
100400,4736682.75
100401,4736682.75
100402,4736682.75
100403,4736682.75
100404,4736682.75
100405,4736682.75
100406,4736682.75
100407,4736682.75
100408,4736682.75
100409,4736682.75
100410,4736682.75
100411,4736682.75
100412,4736682.75
100413,4736682.75
100414,4736682.75
100415,4736682.75
100416,4736682.75
100417,4736682.75
100418,4736682.75
100419,4736682.75
100420,4736682.75
100421,4736682.75
100422,4736682.75
100423,4736682.75
100424,4736682.75
100425,4736682.75
100426,4736682.75
100427,4736682.75
100428,4736682.75
100429,4736682.75
100430,4736682.75
100431,4736682.75
100432,4736682.75
100433,4736682.75
100434,4736682.75
100435,4736682.75
100436,4736682.75
100437,4736682.75
100438,4736682.75
100439,4736682.75
100440,4736682.75
100441,4736682.75
100442,4736682.75
